Channel,Campaign,Campaign ID,Ad group,Ad group ID,Search keyword,Search term,Match type,Cost,Impressions,Reach,Clicks,Conversions,Age,Gender
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,warm hoodies for men,Phrase,94.35,2550,663,324.87,46.41,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,we here hoodies,Phrase,76.27,2630,1499.1,389.766,29.982,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,wehere hoodies,Phrase,96.348,4588,1514.04,1090.1088,121.1232,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,weighted hoodies,Phrase,15.004,484,135.52,6.776,1.3552,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,westside hoodies,Phrase,67.889,2341,491.61,334.2948,19.6644,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,where can i buy good hoodies,Phrase,116.25,3750,1875,1012.5,56.25,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,wholesale hoodies canada,Phrase,107.27,3155,504.8,807.68,40.384,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,wholesale hoodies near me,Phrase,75.546,2798,531.62,170.1184,21.2648,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,windriver hoodies,Phrase,74.296,2008,923.68,628.1024,36.9472,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,winners hoodies,Phrase,49.062,1326,609.96,317.1792,24.3984,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,winners men's hoodies,Phrase,53.431,3143,1320.06,1689.6768,105.6048,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,women hoodies,Phrase,65.996,2357,1037.08,663.7312,82.9664,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,women's summer zip up hoodies,Phrase,62.055,2955,1004.7,200.94,20.094,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,womens dressy hoodies,Phrase,52.48,2624,603.52,362.112,24.1408,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,womens hoodies,Phrase,23.296,728,305.76,278.2416,21.4032,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,workout hoodies sleeveless,Phrase,125.222,3683,736.6,942.848,58.928,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,xxxtentacion hoodies,Phrase,74.048,2314,1041.3,1249.56,62.478,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,y2k hoodies,Phrase,107.909,3721,2195.39,878.156,43.9078,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,10 hoodie,Phrase (close variant),139.374,4806,2354.94,164.8458,23.5494,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,100 cotton zip up hoodie,Phrase (close variant),106.26,3795,872.85,916.4925,61.0995,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,100 miles hoodie,Phrase (close variant),5.928,247,93.86,13.1404,1.8772,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,100 thieves hoodie,Phrase (close variant),59.29,2695,323.4,155.232,12.936,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,49ers hoodie,Phrase (close variant),1.455,97,40.74,29.3328,3.2592,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,4ye hoodie,Phrase (close variant),148.618,3911,2503.04,2853.4656,150.1824,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,50 50 hoodie,Phrase (close variant),39.345,2623,996.74,627.9462,69.7718,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,99 based zip hoodie,Phrase (close variant),41.8,1900,342,47.88,6.84,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,aaa hoodie,Phrase (close variant),23.48,1174,328.72,131.488,13.1488,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,adam small villain hoodie,Phrase (close variant),54.784,3424,1472.32,441.696,73.616,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,addidas hoodie,Phrase (close variant),59.46,3964,1109.92,1054.424,55.496,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,adidas hoodie,Phrase (close variant),53.86,2693,619.39,185.817,18.5817,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,aesthetic hoodie,Phrase (close variant),101.114,3889,1944.5,1050.03,116.67,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,ahegao hoodie,Phrase (close variant),122.31,4530,1087.2,978.48,65.232,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,air jordan hoodie,Phrase (close variant),145.626,3734,672.12,100.818,20.1636,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,all star hoodie,Phrase (close variant),122.35,4894,1810.78,1629.702,90.539,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,american eagle hoodie,Phrase (close variant),137.888,4309,2887.03,433.0545,28.8703,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,american giant hoodie,Phrase (close variant),11.322,666,412.92,363.3696,33.0336,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,amiri bones hoodie,Phrase (close variant),19.072,1192,190.72,162.112,9.536,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,amiri hoodie,Phrase (close variant),29.016,744,89.28,21.4272,3.5712,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,amiri women hoodie,Phrase (close variant),109.204,4748,949.6,284.88,47.48,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,anchor hoodie women's,Phrase (close variant),146.4,4575,594.75,208.1625,41.6325,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,ariana grande hoodie,Phrase (close variant),146.464,4577,1785.03,1124.5689,124.9521,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,armani exchange hoodie canada,Phrase (close variant),32.364,899,341.62,409.944,20.4972,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,armani hoodie,Phrase (close variant),87.264,4848,2327.04,2373.5808,139.6224,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,armyst zip up hoodie,Phrase (close variant),46.896,1954,1172.4,1313.088,82.068,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,arrow hoodie,Phrase (close variant),29.862,1659,481.11,408.9435,24.0555,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,baerskin hoodie,Phrase (close variant),66.64,3920,1176,846.72,94.08,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,baggy hoodie,Phrase (close variant),134.04,4468,1385.08,360.1208,27.7016,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,baggy zip up hoodie,Phrase (close variant),19.923,687,336.63,134.652,13.4652,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,bait hoodie,Phrase (close variant),8.653,509,208.69,219.1245,14.6083,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,balenciaga hoodie,Phrase (close variant),74.445,4963,3474.1,1667.568,277.928,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,balenciaga hoodie femme,Phrase (close variant),53.724,1452,159.72,178.8864,11.1804,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,bape hoodie purple,Phrase (close variant),144.045,4365,1527.75,305.55,30.555,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,bape hoodie shark,Phrase (close variant),41.52,1038,145.32,151.1328,11.6256,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,bape relaxed sta pattern full zip hoodie,Phrase (close variant),100.175,4007,2163.78,389.4804,64.9134,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,bape shark hoodie,Phrase (close variant),11.394,633,341.82,191.4192,27.3456,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,bape shark hoodie zip up,Phrase (close variant),16.38,1092,371.28,167.076,18.564,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,barriers hoodie,Phrase (close variant),42.585,2505,951.9,228.456,38.076,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,bassdash hoodie,Phrase (close variant),57.739,1991,1294.15,970.6125,64.7075,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,bathing ape hoodie price,Phrase (close variant),86.45,3325,2294.25,2753.1,183.54,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,battle hoodie,Phrase (close variant),41.013,1953,371.07,148.428,7.4214,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,bear skin hoodie,Phrase (close variant),11.655,777,419.58,167.832,20.979,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,best affordable hoodie brands,Phrase (close variant),91.212,4146,621.9,74.628,6.219,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,best hoodie,Phrase (close variant),18.438,878,245.84,41.7928,2.4584,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,best hoodie brands,Phrase (close variant),85,3400,1836,146.88,18.36,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,beta squad hoodie,Phrase (close variant),123.795,3537,424.44,509.328,33.9552,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,biggie hoodie,Phrase (close variant),69.03,4602,1334.58,600.561,40.0374,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,bike hoodie,Phrase (close variant),19.57,515,56.65,11.33,2.266,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,bikini hoodie,Phrase (close variant),73.346,2366,709.8,49.686,7.098,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,black velvet hoodie mens,Phrase (close variant),57.288,2046,245.52,220.968,14.7312,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,black zip up hoodie mens,Phrase (close variant),1.8,100,67,9.38,1.34,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,blackout anime hoodie,Phrase (close variant),9.51,317,202.88,259.6864,16.2304,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,blackpink merch hoodie,Phrase (close variant),60.384,1776,1243.2,174.048,24.864,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,blogilates shop cloud hoodie,Phrase (close variant),107.354,4129,1527.73,488.8736,61.1092,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,blue and black trapstar hoodie,Phrase (close variant),140.735,4021,1970.29,1182.174,59.1087,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,boca hoodie,Phrase (close variant),29.764,1063,276.38,165.828,13.819,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,bombboogie hoodie,Phrase (close variant),11.78,310,170.5,75.02,6.82,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,boohooman hoodie,Phrase (close variant),92.91,3097,1920.14,1094.4798,57.6042,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,boss hoodie,Phrase (close variant),11.78,620,316.2,139.128,12.648,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,bottega veneta hoodie,Phrase (close variant),55.536,1424,370.24,33.3216,3.7024,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,boys zip up hoodie,Phrase (close variant),79.781,4693,1126.32,1531.7952,90.1056,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,brandy melville zip up hoodie,Phrase (close variant),20.31,1354,880.1,563.264,35.204,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,brap hoodie,Phrase (close variant),108.6,2715,923.1,664.632,36.924,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,brown drew hoodie,Phrase (close variant),136.08,3780,1814.4,1233.792,72.576,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,brown hoodie,Phrase (close variant),77.148,2143,707.19,360.6669,21.2157,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,brown y2k hoodie,Phrase (close variant),179.561,4853,3397.1,2445.912,203.826,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,bubble hoodie,Phrase (close variant),103.038,2642,1136.06,1431.4356,79.5242,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,buffalo women's super soft hoodie,Phrase (close variant),35.472,2217,443.4,310.38,31.038,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,c&c hoodie,Phrase (close variant),80.379,2061,927.45,667.764,37.098,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,cactus jack hoodie,Phrase (close variant),31.528,1126,506.7,304.02,25.335,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,calvin klein hoodie,Phrase (close variant),75.81,1995,279.3,167.58,13.965,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,camber hoodie,Phrase (close variant),99.936,4164,2415.12,676.2336,96.6048,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,canadian hoodie company,Phrase (close variant),72.165,4245,1061.25,201.6375,10.6125,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,carhartt hoodie canada,Phrase (close variant),62.055,4137,1034.25,506.7825,72.3975,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,certified beauty hoodie,Phrase (close variant),105.48,4395,2461.2,1033.704,172.284,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,champion hoodie canada,Phrase (close variant),49.848,2077,1100.81,110.081,11.0081,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,champions hoodie,Phrase (close variant),75.56,1889,1114.51,312.0628,44.5804,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,chaos hoodie,Phrase (close variant),124.146,3267,914.76,1097.712,54.8856,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,cheap oodie,Phrase (close variant),66.614,3506,2313.96,439.6524,23.1396,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodies,1.16E+11,#NAME?,checks hoodie,Phrase (close variant),80.9,3236,2071.04,414.208,41.4208,NA,NA
